ActivityID,AgentKey,MonthStartDateKey,Year,MonthNumber,ClosedSales,BuyerConsults,ListingsTaken,OffersWritten,OpenHouses,MarketingSpend
1085,3,20260501,2026,5,2,7,2,4,3,400
1086,3,20260601,2026,6,3,11,2,5,3,1000
1087,3,20260701,2026,7,2,5,2,4,3,700
1088,3,20260801,2026,8,1,3,1,3,1,375
1089,3,20260901,2026,9,0,3,0,0,0,200
1090,3,20261001,2026,10,4,15,2,9,3,1225
1091,3,20261101,2026,11,2,9,1,3,2,875
1092,3,20261201,2026,12,1,4,1,2,1,375
1093,4,20200101,2020,1,0,1,0,0,0,600
1094,4,20200201,2020,2,2,7,2,3,5,1125
1095,4,20200301,2020,3,3,12,3,5,4,1050
1096,4,20200401,2020,4,3,8,2,6,3,1600
1097,4,20200501,2020,5,1,6,1,2,1,850
1098,4,20200601,2020,6,3,8,2,6,3,1375
1099,4,20200701,2020,7,2,6,1,3,2,900
1100,4,20200801,2020,8,1,5,1,2,2,875
1101,4,20200901,2020,9,2,6,2,5,3,1275
1102,4,20201001,2020,10,1,3,1,2,2,800
1103,4,20201101,2020,11,0,1,0,0,0,600
1104,4,20201201,2020,12,0,0,0,0,0,600
1105,4,20210101,2021,1,1,5,1,2,1,725
1106,4,20210201,2021,2,2,5,2,4,4,900
1107,4,20210301,2021,3,1,4,1,2,1,775
1108,4,20210401,2021,4,2,7,1,4,2,800
1109,4,20210501,2021,5,2,6,2,4,3,1125
1110,4,20210601,2021,6,0,1,0,0,0,600
1111,4,20210701,2021,7,1,3,1,2,1,725
1112,4,20210801,2021,8,3,9,2,6,3,1150
1113,4,20210901,2021,9,1,4,1,3,2,725
1114,4,20211001,2021,10,2,8,2,3,3,1100
1115,4,20211101,2021,11,2,6,2,5,4,1275
1116,4,20211201,2021,12,3,12,3,7,4,925
1117,4,20220101,2022,1,4,9,2,9,4,1775
1118,4,20220201,2022,2,5,16,5,9,4,1500
1119,4,20220301,2022,3,5,16,4,9,9,1550
1120,4,20220401,2022,4,2,7,2,5,4,825
1121,4,20220501,2022,5,5,14,5,10,8,2275
1122,4,20220601,2022,6,4,12,3,7,3,1775
1123,4,20220701,2022,7,5,14,3,12,3,1075
1124,4,20220801,2022,8,3,11,3,8,5,925
1125,4,20220901,2022,9,3,12,2,6,5,900
1126,4,20221001,2022,10,1,4,1,3,2,725
1127,4,20221101,2022,11,2,5,1,4,2,975
1128,4,20221201,2022,12,3,13,2,5,4,1025
1129,4,20230101,2023,1,5,14,3,8,3,1425
1130,4,20230201,2023,2,0,1,0,0,0,600
1131,4,20230301,2023,3,4,15,4,10,8,1300
1132,4,20230401,2023,4,4,12,4,7,9,1925
1133,4,20230501,2023,5,3,8,3,8,5,1625
1134,4,20230601,2023,6,3,10,3,6,5,1450
1135,4,20230701,2023,7,3,10,2,8,3,1200
1136,4,20230801,2023,8,6,20,4,11,8,1975
1137,4,20230901,2023,9,1,3,1,2,2,725
1138,4,20231001,2023,10,0,0,0,0,0,600
1139,4,20231101,2023,11,1,4,1,3,1,725
1140,4,20231201,2023,12,1,3,1,2,2,725
1141,4,20240101,2024,1,3,7,2,6,3,1300
1142,4,20240201,2024,2,3,7,2,6,4,1525
1143,4,20240301,2024,3,1,6,1,2,2,825
1144,4,20240401,2024,4,4,13,4,9,4,1150
1145,4,20240501,2024,5,5,16,3,12,3,1675
1146,4,20240601,2024,6,4,15,3,8,6,1775
1147,4,20240701,2024,7,4,12,4,10,8,1350
1148,4,20240801,2024,8,2,9,2,4,3,850
1149,4,20240901,2024,9,3,11,2,7,5,1475
1150,4,20241001,2024,10,3,11,3,5,6,1125
1151,4,20241101,2024,11,3,11,2,8,2,1375
1152,4,20241201,2024,12,2,5,2,5,4,1175
1153,4,20250101,2025,1,4,13,4,7,5,1150
1154,4,20250201,2025,2,3,9,2,5,3,950
1155,4,20250301,2025,3,4,16,2,9,4,1200
1156,4,20250401,2025,4,6,19,4,13,3,1975
1157,4,20250501,2025,5,8,27,7,15,12,1350
1158,4,20250601,2025,6,4,11,2,10,2,1625
1159,4,20250701,2025,7,6,15,5,14,10,2050
1160,4,20250801,2025,8,6,14,6,11,11,1275
1161,4,20250901,2025,9,4,12,2,6,3,1625
1162,4,20251001,2025,10,3,8,3,6,3,1350
1163,4,20251101,2025,11,3,11,2,6,3,925
1164,4,20251201,2025,12,5,12,3,11,7,1225
1165,4,20260101,2026,1,3,12,2,7,3,1600
1166,4,20260201,2026,2,6,15,5,15,10,1800
1167,4,20260301,2026,3,4,10,2,9,4,1075
1168,4,20260401,2026,4,6,21,6,12,10,1800
1169,4,20260501,2026,5,7,26,5,16,10,2300
1170,4,20260601,2026,6,2,7,1,3,1,850
1171,4,20260701,2026,7,2,7,1,4,2,1150
1172,4,20260801,2026,8,7,23,4,12,6,2975
1173,4,20260901,2026,9,2,6,2,5,4,1225
1174,4,20261001,2026,10,1,4,1,2,2,775
1175,4,20261101,2026,11,5,15,3,11,5,2000
1176,4,20261201,2026,12,2,7,2,5,4,1075
