SaleID,AgentKey,CloseDateKey,ListDateKey,CommunityKey,PropertyTypeKey,SideKey,LeadSourceKey,FinancingKey,BuyerProfileKey,PriceBandKey,ListPrice,SalePrice,PriceVsList,DaysOnMarket,SquareFeet,Bedrooms,Bathrooms,YearBuilt,LotSquareFeet,CommissionRate,GrossCommission,AgentNetCommission,SellerConcession,MapX,MapY
3082,1,20200309,20200215,1,1,1,1,3,5,3,619000,644500,25500,23,2060,4,3.5,2015,8700,0.0235,15146,12874,0,253.5,480.4
3083,1,20200705,20200621,1,1,1,2,1,1,2,346500,362000,15500,14,1670,3,2.5,1956,7500,0.025,9050,7693,0,246.9,466.2
3084,1,20200331,20200315,1,1,1,6,4,5,3,455000,455500,500,16,1630,2,2,2019,4050,0.023,10477,8905,0,283.6,447.4
3085,1,20200306,20200209,1,1,2,1,1,5,3,501500,504500,3000,26,1650,2,2,2004,6850,0.0285,14378,12221,0,237.7,466.9
3086,1,20200711,20200622,1,1,1,2,2,2,2,409500,430500,21000,19,1400,2,2,1998,4800,0.029,12485,10612,0,240.3,461.3
3087,1,20200614,20200524,1,1,1,4,5,2,3,602500,633000,30500,21,1950,4,3.5,2008,7600,0.029,18357,15603,0,224,468.6
3088,1,20201224,20201211,1,1,1,1,1,2,3,495500,514500,19000,13,2040,3,2.5,1961,8150,0.0235,12091,10277,0,260.3,468.1
3089,1,20200507,20200330,1,1,2,7,2,5,3,511500,548500,37000,38,1810,2,2,1985,8450,0.0285,15632,13287,0,220,451.1
3090,1,20201108,20201015,1,1,1,6,1,4,3,461500,479500,18000,24,1840,3,2.5,2016,7300,0.029,13906,11820,0,243.9,477.6
3091,1,20200825,20200728,1,1,1,1,1,5,3,517500,533000,15500,28,1710,3,2.5,1988,5850,0.025,13325,11326,0,249.9,453.7
3092,1,20201027,20200929,4,4,2,5,4,2,5,1252000,1291500,39500,28,3570,5,4,2020,12300,0.025,32288,27445,0,444.8,427.2
3093,1,20200229,20200215,1,1,1,2,5,5,3,548500,563000,14500,14,1550,3,2.5,1961,4650,0.025500000000000002,14357,12203,0,253.5,448.2
3094,1,20200405,20200320,1,1,1,2,1,5,2,431000,438000,7000,16,1230,2,2,1960,6050,0.024,10512,8935,0,228.6,484.9
3095,1,20200318,20200303,1,1,1,3,1,5,4,749500,770000,20500,15,2400,3,2.5,2001,8050,0.026000000000000002,20020,17017,0,256.1,466.7
3096,1,20200818,20200802,1,1,1,7,1,4,3,494500,510500,16000,16,1800,2,2,1955,5850,0.0245,12507,10631,0,265.1,462.6
3097,1,20200817,20200801,1,1,1,1,1,2,3,629500,636500,7000,16,1860,3,2.5,2008,9100,0.0265,16867,14337,0,255.2,437.9
3098,1,20200629,20200613,1,1,1,2,5,5,3,434500,460500,26000,16,1600,2,2,2015,7400,0.028,12894,10960,0,233.3,456.4
3099,1,20200501,20200406,1,1,2,2,6,1,2,429500,440000,10500,25,1420,2,2,2001,5200,0.023,10120,8602,0,268,473.1
3100,1,20200503,20200413,4,4,1,3,1,2,4,777000,775500,-1500,20,2420,4,3.5,2017,12000,0.0265,20551,17468,0,443.5,419.2
3101,1,20200702,20200614,1,1,2,9,1,1,3,531000,559500,28500,18,2120,4,3.5,1972,9550,0.022,12309,10463,0,243.1,437.3
3102,1,20200605,20200521,1,1,1,6,1,6,4,675500,696000,20500,15,2090,3,2.5,1997,5900,0.024,16704,14198,0,231.3,452.8
3103,1,20201122,20201109,2,1,1,1,5,5,5,896000,908000,12000,13,3060,5,4,2018,15100,0.027,24516,20839,0,233.6,404.6
3104,1,20200517,20200502,1,1,2,2,3,5,3,445000,461500,16500,15,1620,3,2.5,1959,5000,0.025,11538,9807,0,241,471.7
3105,1,20200701,20200612,1,1,3,4,5,2,4,705000,697500,-7500,19,2140,3,2.5,1969,8600,0.049,34178,29051,0,233.3,449.4
3106,1,20201016,20200930,2,1,1,3,1,2,3,537000,557500,20500,16,1950,3,2.5,2014,8850,0.0225,12544,10662,0,232.3,422.1
3107,1,20200522,20200502,1,1,2,2,1,1,2,427500,437000,9500,20,1630,3,2.5,1963,6150,0.023,10051,8543,0,221.5,478.8
3108,1,20200202,20200117,1,1,2,1,1,5,3,609000,622500,13500,16,1980,3,2.5,2012,9100,0.0265,16496,14022,0,262.4,459
3109,1,20200618,20200605,1,1,2,4,1,1,3,528500,557500,29000,13,1910,3,2.5,1978,5100,0.03,16725,14216,4000,254.6,455.1
3110,1,20200416,20200401,1,1,2,1,4,2,3,523500,544500,21000,15,1870,2,2,1979,8350,0.028,15246,12959,0,256.2,469
3111,1,20200203,20200107,1,1,1,2,1,5,3,491500,509000,17500,27,1480,2,2,1972,6850,0.0235,11962,10168,0,240.5,439.4
3112,1,20200727,20200701,2,1,2,2,4,1,4,665000,700000,35000,26,2220,4,3.5,2011,8750,0.0225,15750,13388,5500,243.5,408.9
3113,1,20200730,20200709,4,4,1,1,2,2,4,780500,808000,27500,21,2490,4,3.5,2017,10200,0.029,23432,19917,0,450,424.3
3114,1,20200906,20200809,3,1,1,3,2,2,4,653500,679000,25500,28,2390,3,2.5,2006,7850,0.028,19012,16160,0,469.4,401.4
3115,1,20200331,20200308,1,1,1,2,5,5,2,388000,405500,17500,23,1700,3,2.5,1976,8350,0.027,10949,9307,0,261.7,472.7
3116,1,20201229,20201206,1,1,1,3,1,2,3,567500,596500,29000,23,1930,4,3.5,1996,9250,0.027,16106,13690,0,276.3,470
3117,1,20200627,20200611,1,1,2,3,1,1,3,450500,469500,19000,16,1500,2,2,1960,6500,0.025500000000000002,11972,10176,0,238.5,480.8
3118,1,20200402,20200310,1,1,2,4,2,2,4,700000,727000,27000,23,2100,4,3.5,2000,10200,0.024,17448,14831,0,237.3,466.9
3119,1,20200424,20200403,1,1,1,2,1,5,3,513500,533000,19500,21,1880,2,2,1960,7800,0.026000000000000002,13858,11779,0,271.5,451.4
3120,1,20201217,20201130,2,1,1,6,1,4,4,766500,813500,47000,17,2740,4,3.5,2004,13650,0.025,20338,17287,0,245.1,419.9
3121,1,20200609,20200517,4,4,1,2,5,1,5,848500,903500,55000,23,3050,6,5,2015,15200,0.022,19877,16895,0,445.9,425.1
3122,1,20200923,20200826,1,1,3,2,3,1,3,464500,478500,14000,28,1590,2,2,1970,5700,0.044,21054,17896,0,274.4,450.4
3123,1,20200326,20200305,1,1,1,2,1,2,3,578500,589500,11000,21,2000,4,3.5,1957,6850,0.025,14738,12527,0,255.7,463.2
3124,1,20200627,20200601,1,1,2,1,1,5,3,463000,493000,30000,26,1810,3,2.5,1983,4350,0.025,12325,10476,0,225.9,467.5
3125,1,20201207,20201117,1,1,2,2,1,5,3,438500,460000,21500,20,1770,3,2.5,2015,5100,0.027,12420,10557,0,251.2,457.3
3126,1,20201121,20201105,2,1,2,4,4,5,4,706000,725500,19500,16,2220,3,2.5,2001,9850,0.03,21765,18500,0,230.1,413.4
3127,1,20200729,20200711,1,1,2,4,1,2,3,448500,476500,28000,18,1590,2,2,1956,7900,0.0235,11198,9518,0,267.5,441.9
3128,1,20200719,20200706,1,1,1,4,3,1,3,429000,455000,26000,13,1610,3,2.5,1974,7150,0.025,11375,9669,0,235.7,464.5
3129,1,20200116,20191224,1,1,1,2,3,2,2,400000,422000,22000,23,1520,3,2.5,2017,4200,0.0225,9495,8071,0,260.8,452
3130,1,20200502,20200416,1,1,1,2,2,5,3,503500,526500,23000,16,1650,3,2.5,2016,7000,0.0275,14479,12307,0,247.5,482.4
3131,1,20200610,20200526,1,1,1,2,1,5,3,571500,596000,24500,15,2020,4,3.5,2003,10050,0.0245,14602,12412,0,247.4,454.8
3132,1,20200804,20200718,1,1,1,5,1,4,4,716000,738500,22500,17,2330,4,3.5,1963,6700,0.0265,19570,16635,0,263.9,457.9
3133,1,20200214,20200131,1,1,1,2,1,2,3,620000,618500,-1500,14,1850,4,3.5,1969,8900,0.025500000000000002,15772,13406,0,266.9,455.7
3134,1,20200515,20200420,1,1,2,1,3,1,3,550500,553500,3000,25,1880,3,2.5,1958,6500,0.029500000000000002,16328,13879,7000,237,471.5
3135,1,20200824,20200810,1,1,1,2,5,1,4,618500,650000,31500,14,2320,3,2.5,1962,9150,0.028,18200,15470,0,261.6,471.6
3136,1,20201031,20201017,1,1,2,2,1,2,3,538000,554500,16500,14,1830,2,2,1957,6900,0.027,14972,12726,0,234.2,447.2
3137,1,20201221,20201122,1,1,2,1,2,1,3,443000,455500,12500,29,1590,3,2.5,1963,7250,0.0235,10704,9098,0,239.1,496.9
3138,1,20200820,20200806,1,1,1,2,3,2,3,517000,539500,22500,14,1710,3,2.5,1968,4400,0.029,15646,13299,0,247,452.4
3139,1,20201020,20200925,1,1,2,5,4,5,4,630000,668000,38000,25,2210,4,3.5,2008,7050,0.029500000000000002,19706,16750,0,253.8,473.5
3140,1,20201221,20201204,3,1,1,2,6,5,3,450000,484500,34500,17,1420,3,2.5,2006,6250,0.025500000000000002,12355,10502,0,471.5,419.7
3141,1,20200730,20200714,1,1,1,6,3,2,3,527000,545500,18500,16,1830,2,2,1986,5100,0.0225,12274,10433,0,231.4,465.5
3142,1,20201021,20201004,1,1,1,8,2,1,4,632500,654500,22000,17,2020,4,3.5,1994,5100,0.022,14399,12239,0,252.7,452.7
3143,1,20200511,20200425,1,1,1,1,1,5,3,491500,507000,15500,16,1710,3,2.5,2006,5150,0.028,14196,12067,0,259.6,456.5
3144,1,20201123,20201106,1,1,2,6,1,1,3,585500,600500,15000,17,2040,4,3.5,1978,5850,0.03,18015,15313,0,246.8,472
3145,1,20200317,20200224,1,1,1,3,5,5,2,361500,362500,1000,22,1280,2,2,1968,4050,0.03,10875,9244,0,252.2,433.1
3146,1,20200115,20200101,1,1,1,2,2,5,3,607000,630000,23000,14,2070,3,2.5,1971,9600,0.028,17640,14994,0,226.9,462.9
3147,1,20200606,20200503,1,1,3,1,3,1,3,600500,624000,23500,34,2120,4,3.5,2003,7500,0.043500000000000004,27144,23072,0,253.5,457.4
3148,1,20200709,20200620,1,1,1,3,3,2,3,576000,590500,14500,19,1910,3,2.5,1973,6050,0.024,14172,12046,0,234.8,488.7
3149,1,20200731,20200707,1,1,2,2,1,2,3,464000,488500,24500,24,1670,3,2.5,2017,5950,0.026000000000000002,12701,10796,8250,262.6,475.1
3150,1,20201105,20201021,3,1,2,1,2,5,2,442000,449000,7000,15,1650,3,2.5,1957,3950,0.027,12123,10305,0,464.1,396.6
3151,1,20200710,20200621,1,1,2,2,2,5,3,471500,499500,28000,19,1610,3,2.5,1974,6500,0.025500000000000002,12737,10826,0,240.7,464.8
3152,1,20200610,20200527,1,1,1,1,1,5,3,442000,466000,24000,14,1370,2,2,1967,5650,0.0235,10951,9308,0,250.8,484.9
3153,1,20200401,20200311,1,1,1,2,1,5,4,672500,698500,26000,21,2120,4,3.5,1960,7750,0.0245,17113,14546,9250,242.4,482.1
3154,1,20201029,20201009,1,1,2,3,2,5,3,555000,581500,26500,20,1800,3,2.5,1973,7500,0.027,15701,13346,0,239,456.6
3155,1,20200617,20200601,1,1,1,6,4,1,3,596500,621500,25000,16,2170,4,3.5,1975,10800,0.025,15538,13207,0,260.8,463.5
3156,1,20200425,20200407,1,1,1,1,1,1,3,534500,549000,14500,18,1710,2,2,1959,4400,0.025,13725,11666,0,242.5,437.2
3157,1,20200625,20200606,1,1,1,2,1,2,3,561500,568000,6500,19,1990,3,2.5,1956,8700,0.025,14200,12070,0,235.7,472.6
3158,1,20200624,20200606,1,1,1,3,2,5,2,405000,431000,26000,18,1670,3,2.5,1990,7150,0.0225,9698,8243,0,248.6,473.2
3159,1,20200401,20200316,1,1,2,7,2,1,3,453500,465500,12000,16,1840,3,2.5,1980,8700,0.03,13965,11870,0,255.7,447.1
3160,1,20200826,20200805,1,1,3,5,1,5,3,460500,484500,24000,21,1590,2,2,1955,4450,0.0465,22529,19150,0,265.5,443
3161,1,20200923,20200830,1,1,1,1,2,5,2,374000,400500,26500,24,1430,2,2,1964,6600,0.0245,9812,8340,0,236.7,457.7
3162,1,20200814,20200724,1,1,1,1,1,5,3,635500,648000,12500,21,2210,4,3.5,1998,5350,0.0225,14580,12393,0,244.8,481.1
3163,1,20201019,20201002,1,1,2,8,1,1,4,663500,693500,30000,17,1890,3,2.5,1976,8650,0.029500000000000002,20458,17389,0,245.6,461.6
3164,1,20200604,20200518,1,1,1,5,6,6,3,491500,515000,23500,17,1810,2,2,2005,7850,0.028,14420,12257,0,233.9,463.3
3165,1,20201009,20200924,2,1,1,2,1,5,4,691000,722000,31000,15,2110,3,2.5,2014,10100,0.026000000000000002,18772,15956,0,243.9,404.9
3166,1,20200521,20200504,1,1,1,8,2,1,3,637500,618500,-19000,17,1960,3,2.5,1958,7800,0.026000000000000002,16081,13669,0,250.6,450.3
3167,1,20200228,20200209,1,1,2,1,1,1,3,544000,558500,14500,19,1920,3,2.5,2007,5350,0.029500000000000002,16476,14005,0,253,456.2
3168,1,20201006,20200923,1,1,2,1,1,1,3,516000,517500,1500,13,1660,3,2.5,1964,5150,0.025,12938,10997,0,245.8,474.3
3169,1,20200511,20200428,1,1,1,4,1,5,3,512500,540000,27500,13,1810,2,2,1980,7850,0.025500000000000002,13770,11705,0,244.6,463.8
3170,1,20200326,20200304,1,1,1,4,1,2,3,450500,458000,7500,22,1720,3,2.5,2006,5750,0.028,12824,10900,0,239.7,482
3171,1,20200331,20200304,1,1,1,2,1,3,4,647500,684500,37000,27,1850,4,3.5,1962,6550,0.025500000000000002,17455,14837,0,246.1,476.6
3172,1,20200318,20200226,1,1,1,1,1,5,3,536000,549500,13500,21,2060,3,2.5,1999,5250,0.029,15936,13546,7750,220.7,456.9
3173,1,20200511,20200423,1,1,1,6,1,1,2,393500,406000,12500,18,1300,2,2,1998,5700,0.029,11774,10008,0,237.7,456.6
3174,1,20201206,20201118,3,1,2,3,3,2,3,636000,647000,11000,18,1980,3,2.5,2019,9100,0.0265,17146,14574,0,470.5,391.7
3175,1,20200718,20200704,1,1,2,5,1,3,3,509000,520500,11500,14,1530,3,2.5,2005,5150,0.0225,11711,9954,0,245,481.1
3176,1,20200528,20200503,1,1,2,2,1,1,3,560500,584500,24000,25,1980,3,2.5,1992,7300,0.024,14028,11924,0,227.4,450.3
3177,1,20200619,20200525,1,1,1,1,6,5,3,515500,551500,36000,25,1940,3,2.5,2019,8950,0.0275,15166,12891,0,248.1,458.2
3178,1,20200708,20200619,1,1,2,1,1,1,3,521500,552000,30500,19,1980,4,3.5,1992,9750,0.0275,15180,12903,0,241.3,476.3
3179,1,20200411,20200321,1,1,2,2,1,4,4,694500,703500,9000,21,2050,3,2.5,1969,8550,0.029500000000000002,20753,17640,0,233.5,462.1
3180,1,20200621,20200603,2,1,2,1,4,5,4,836500,857000,20500,18,2900,4,3.5,2020,11700,0.022,18854,16026,0,243.1,397.3
3181,1,20200623,20200604,1,1,2,2,2,1,3,549500,543000,-6500,19,1480,2,2,1966,6250,0.029,15747,13385,0,250,463
3182,1,20201006,20200914,1,1,1,8,1,1,2,369000,384500,15500,22,1630,4,3.5,1986,5300,0.025,9613,8171,0,236.8,465.7
3183,1,20200220,20200128,1,1,2,4,1,5,3,510000,520500,10500,23,2040,3,2.5,1990,6550,0.0285,14834,12609,0,254.5,426.3
3184,1,20200728,20200710,1,1,2,5,1,1,2,296500,294500,-2000,18,1470,3,2.5,2015,4600,0.029,8541,7260,0,289.2,474.1
3185,1,20200309,20200218,4,4,1,1,1,2,5,1031500,1106500,75000,20,3330,5,4,2020,15000,0.026000000000000002,28769,24454,0,449.2,428.9
3186,1,20201026,20201006,1,1,2,1,4,1,3,457000,477000,20000,20,1820,3,2.5,2006,5500,0.03,14310,12164,0,247.1,468.6
3187,1,20200423,20200408,1,1,2,3,1,2,3,534000,548500,14500,15,1890,2,2,2009,6550,0.0245,13438,11422,0,231.4,445.9
3188,1,20201008,20200922,1,1,1,5,1,3,3,600500,619000,18500,16,1910,3,2.5,2006,7400,0.023,14237,12101,0,267.3,459.2
3189,1,20201002,20200915,1,1,2,2,3,5,3,468500,494500,26000,17,1980,3,2.5,1961,7000,0.0275,13599,11559,0,245.8,468.5
3190,1,20200628,20200612,5,1,1,9,1,3,2,392000,412500,20500,16,1400,2,2,1956,6750,0.029,11963,10169,0,524,444.2
3191,1,20200412,20200324,1,1,1,6,1,2,3,450000,464000,14000,19,1850,3,2.5,2001,8550,0.024,11136,9466,0,238.3,478.5
3192,1,20200705,20200618,1,1,1,1,2,2,3,566000,580500,14500,17,1910,3,2.5,2003,5450,0.0285,16544,14062,0,248.8,503.2
3193,1,20200520,20200507,1,1,1,5,1,3,2,372000,385000,13000,13,1210,2,2,1981,5050,0.0285,10973,9327,0,264.1,452.1
3194,1,20200427,20200413,1,1,1,6,3,5,3,543000,566000,23000,14,1800,3,2.5,1957,8800,0.023,13018,11065,2250,260.9,461.2
3195,1,20200711,20200624,1,1,1,1,1,2,4,626000,657500,31500,17,2370,4,3.5,1960,6700,0.0265,17424,14810,0,223.2,470.8
3196,1,20200509,20200424,1,1,2,3,1,5,3,586500,589000,2500,15,1820,3,2.5,2007,5800,0.026000000000000002,15314,13017,0,246.8,455.9
3197,1,20201030,20201012,1,1,1,5,4,1,3,446500,473000,26500,18,1650,2,2,1971,7950,0.0285,13481,11459,0,263.8,468.2
3198,1,20200720,20200705,2,1,3,1,1,4,4,812000,842500,30500,15,2290,4,3.5,2001,6150,0.05,42125,35806,0,243.5,417.3
3199,1,20200621,20200522,1,1,2,4,3,1,3,542000,551000,9000,30,1690,3,2.5,1986,8250,0.029500000000000002,16255,13817,0,241.4,478.6
3200,1,20200313,20200213,1,1,2,2,1,5,3,507000,525000,18000,29,1920,3,2.5,1996,6950,0.0285,14963,12719,0,229.2,458.5
3201,1,20200720,20200629,1,1,2,3,1,1,3,429000,454000,25000,21,1770,3,2.5,1979,8300,0.027,12258,10419,0,266.2,473
3202,1,20200405,20200313,1,1,1,4,2,5,3,458500,476500,18000,23,1890,4,3.5,1974,6150,0.03,14295,12151,0,259.1,434.6
3203,1,20200427,20200402,1,1,1,4,1,3,3,604000,640000,36000,25,1940,3,2.5,1959,5750,0.024,15360,13056,0,234.7,450.7
3204,1,20200622,20200608,1,1,3,1,1,1,3,524000,547500,23500,14,1920,4,3.5,1976,6100,0.0475,26006,22105,0,264,467.1
3205,1,20200411,20200326,1,1,2,8,1,5,2,397500,417000,19500,16,1380,3,2.5,1974,4750,0.027,11259,9570,0,244.4,439.6
3206,1,20201128,20201110,1,1,2,3,5,1,5,866000,903500,37500,18,2580,4,3.5,2006,6650,0.025,22588,19200,0,238,442.8
3207,1,20200602,20200516,1,1,1,3,3,5,2,411500,423000,11500,17,1500,2,2,1961,6250,0.025500000000000002,10787,9169,0,270.5,465.1
3208,1,20200425,20200401,1,1,2,2,1,1,3,509500,527000,17500,24,1770,3,2.5,1994,5250,0.026000000000000002,13702,11647,5250,232.8,484
3209,1,20200605,20200514,1,1,1,6,1,1,3,538000,549000,11000,22,1630,3,2.5,1985,5300,0.0225,12353,10500,0,222.8,457
3210,1,20200402,20200306,1,1,3,3,4,3,3,486500,508500,22000,27,1670,3,2.5,1963,6750,0.0455,23137,19666,0,251,469.9
3211,1,20201116,20201026,1,1,2,3,2,2,2,397500,403000,5500,21,1580,3,2.5,1976,6000,0.0285,11486,9763,0,260.4,494.6
3212,1,20200704,20200621,1,1,1,9,1,5,3,535500,551000,15500,13,2010,3,2.5,1961,8500,0.029500000000000002,16255,13817,0,236.2,455.3
3213,1,20201104,20201008,3,1,1,1,1,1,4,766000,783500,17500,27,2230,4,3.5,1989,7300,0.028,21938,18647,0,489.3,398.1
3214,1,20200315,20200224,1,1,1,9,1,2,3,604000,626000,22000,20,1980,3,2.5,1978,5250,0.025,15650,13303,0,281.7,458.8
3215,1,20200916,20200828,1,1,1,2,2,6,3,474000,485000,11000,19,1460,3,2.5,1989,6300,0.0235,11398,9688,0,232,456.3
3216,1,20200602,20200502,1,1,2,5,1,1,3,453000,455000,2000,31,1650,3,2.5,1993,4400,0.023,10465,8895,5500,239.6,472.8
3217,1,20200308,20200223,5,1,1,2,1,2,3,554000,592000,38000,14,2010,3,2.5,1971,4950,0.0285,16872,14341,0,527.3,429.6
3218,1,20200820,20200804,1,1,2,8,1,1,3,467000,485000,18000,16,1700,2,2,2007,4150,0.0235,11398,9688,0,268,490.3
3219,1,20201211,20201119,1,1,1,3,1,4,3,600000,627500,27500,22,2010,3,2.5,1983,7300,0.022,13805,11734,0,254.5,470.1
3220,1,20200111,20191221,1,1,1,8,1,1,3,619000,624500,5500,21,1680,2,2,1990,6450,0.0225,14051,11943,0,244.4,471.9
3221,1,20201107,20201015,1,1,2,6,1,5,4,644500,669500,25000,23,2360,4,3.5,1991,9100,0.0225,15064,12804,0,254.1,460.9
3222,1,20200909,20200819,1,1,1,2,1,2,3,561000,601500,40500,21,1850,4,3.5,1968,6750,0.0265,15940,13549,0,231.2,452.8
3223,1,20210304,20210212,1,1,2,1,3,5,2,400000,417000,17000,20,1250,2,2,2002,3950,0.0235,9800,8330,0,231.9,434.4
3224,1,20210928,20210903,1,1,3,9,2,1,3,570500,572000,1500,25,1490,2,2,2013,5050,0.043500000000000004,24882,21150,0,251.8,460.7
3225,1,20210901,20210814,1,1,3,1,1,1,3,518500,536000,17500,18,2130,3,2.5,2020,6000,0.0465,24924,21185,0,257.1,484
3226,1,20210915,20210823,1,1,1,1,1,5,2,400500,405500,5000,23,1310,3,2.5,1991,3950,0.026000000000000002,10543,8962,0,251.3,484.9
3227,1,20210806,20210722,1,1,1,1,1,2,4,675000,707500,32500,15,2030,3,2.5,2013,6850,0.023,16273,13832,0,256.9,477.1
3228,1,20210416,20210325,1,1,2,2,3,1,2,397500,411500,14000,22,1280,2,2,2008,4950,0.028,11522,9794,0,243.3,463.8
3229,1,20210602,20210507,4,4,1,8,1,2,5,1158000,1214000,56000,26,3220,5,4,2018,10750,0.0235,28529,24250,0,457.4,413.6
3230,1,20210706,20210616,1,1,1,1,3,2,3,446000,478000,32000,20,1700,3,2.5,2009,8150,0.028,13384,11376,0,231.4,454
3231,1,20210601,20210510,1,1,2,5,1,2,3,481500,508000,26500,22,1400,2,2,1990,4200,0.0275,13970,11875,5250,233,509.3
3232,1,20210418,20210331,1,1,2,2,4,5,3,605500,629500,24000,18,2300,3,2.5,1983,9000,0.027,16997,14447,0,256.3,466.7
3233,1,20210527,20210509,1,1,3,3,1,2,3,447000,465500,18500,18,1310,2,2,2013,5950,0.0495,23042,19586,0,249,467.5
3234,1,20211003,20210916,2,1,1,2,1,5,4,754000,762500,8500,17,2390,4,3.5,2010,9150,0.025,19063,16204,0,246.2,406.6
3235,1,20210221,20210207,1,1,3,1,1,5,3,629500,632000,2500,14,2210,3,2.5,1966,9950,0.0465,29388,24980,0,256.9,478.3
3236,1,20211123,20211108,1,1,1,2,2,1,4,658000,678500,20500,15,2080,4,3.5,1969,7050,0.0265,17980,15283,0,244.6,460.4
3237,1,20210309,20210218,1,1,1,1,1,1,3,454000,468500,14500,19,1640,2,2,2014,6100,0.025500000000000002,11947,10155,0,226.9,454.9
3238,1,20210412,20210328,1,1,1,5,1,2,3,462000,475500,13500,15,1660,2,2,1993,8100,0.023,10937,9296,0,246.9,451.3
3239,1,20210107,20201225,1,1,1,2,5,5,3,602500,614500,12000,13,2050,3,2.5,1961,9350,0.0285,17513,14886,0,254.4,449.4
3240,1,20210409,20210326,1,1,2,2,1,1,3,551500,580000,28500,14,1810,2,2,2002,4650,0.0265,15370,13065,0,256.6,484
3241,1,20210717,20210621,1,1,1,2,6,5,3,611500,638000,26500,26,1820,2,2,1986,6450,0.0265,16907,14371,0,230.6,460.8
3242,1,20210502,20210419,1,1,2,2,1,1,3,492000,509000,17000,13,1870,3,2.5,1972,7750,0.023,11707,9951,0,248.3,470.9
3243,1,20210507,20210412,2,1,2,1,1,5,5,902500,977000,74500,25,2820,4,3.5,2021,13350,0.025,24425,20761,0,243.1,397.2
3244,1,20210602,20210516,1,1,1,1,1,2,4,845000,855500,10500,17,2280,4,3.5,1968,10000,0.0225,19249,16362,10500,264.5,474
3245,1,20210510,20210423,1,1,1,5,2,1,4,844500,865000,20500,17,2320,4,3.5,2003,8650,0.0235,20328,17279,0,241.1,469.4
3246,1,20210604,20210514,1,1,2,2,1,4,4,650500,678500,28000,21,2300,3,2.5,1959,8250,0.026000000000000002,17641,14995,0,232.4,466.7
3247,1,20210123,20210103,1,1,1,3,1,1,4,676500,692500,16000,20,2200,4,3.5,1984,10000,0.026000000000000002,18005,15304,0,255.9,450.6
3248,1,20210803,20210717,1,1,1,5,1,2,3,525500,575000,49500,17,1850,4,3.5,1969,7400,0.029,16675,14174,0,235.8,474.9
3249,1,20210304,20210215,1,1,1,4,1,1,3,453500,466000,12500,17,1300,2,2,1966,4150,0.0285,13281,11289,0,260.8,455.4
3250,1,20210329,20210313,1,1,1,2,3,2,4,685500,729500,44000,16,1720,3,2.5,2014,7450,0.0235,17143,14572,0,271.2,485.9
3251,1,20210401,20210319,1,1,1,2,2,4,3,492500,513500,21000,13,1790,3,2.5,2014,7000,0.0225,11554,9821,0,238.2,472.7
3252,1,20210720,20210701,2,1,1,3,3,5,4,840500,871500,31000,19,2640,4,3.5,2011,10550,0.0235,20480,17408,0,247.9,410.6
3253,1,20210618,20210604,1,1,1,1,2,4,3,547500,563500,16000,14,1890,4,3.5,1987,5750,0.025500000000000002,14369,12214,0,255.7,479.4
3254,1,20210630,20210602,1,1,1,1,1,2,3,516500,551500,35000,28,2010,3,2.5,1999,5650,0.023,12685,10782,0,253.4,481.5
3255,1,20210323,20210222,1,1,1,2,1,2,2,380000,391500,11500,29,1340,3,2.5,1991,6500,0.0275,10766,9151,0,237.9,439.3
3256,1,20210916,20210830,1,1,3,2,1,2,4,713500,723500,10000,17,1790,3,2.5,2003,5450,0.0505,36537,31056,0,247,466.3
3257,1,20211122,20211021,1,1,2,3,3,5,4,649000,680000,31000,32,2360,4,3.5,2004,7850,0.028,19040,16184,0,250.4,425
3258,1,20210518,20210429,2,1,2,2,1,5,5,1167500,1226500,59000,19,2760,4,3.5,2007,11200,0.027,33116,28149,0,221,423.9
3259,1,20210512,20210426,1,1,1,2,5,2,3,588000,609000,21000,16,2000,3,2.5,1982,6850,0.023,14007,11906,0,249.6,479
3260,1,20210527,20210503,3,1,3,2,1,3,3,539500,574000,34500,24,2120,3,2.5,1995,5850,0.047,26978,22931,0,473.6,393.3
3261,1,20210701,20210614,1,1,3,3,1,5,4,743500,768500,25000,17,1970,3,2.5,2018,6950,0.05,38425,32661,0,227,456
3262,1,20210828,20210813,1,1,2,2,1,2,3,541000,565500,24500,15,2010,2,2,2015,6600,0.0245,13855,11777,0,253.8,485
3263,1,20211108,20211019,1,1,2,2,1,1,4,644000,665000,21000,20,2070,3,2.5,1999,5550,0.025,16625,14131,4500,222.8,457
3264,1,20211208,20211116,1,1,2,2,1,2,3,599000,615000,16000,22,1900,3,2.5,1961,5800,0.0265,16298,13853,0,240.7,463.6
3265,1,20210615,20210529,1,1,2,4,3,5,4,717500,739000,21500,17,2320,3,2.5,1970,11050,0.0245,18106,15390,0,257.4,469.1
3266,1,20210606,20210523,1,1,2,2,2,1,3,453500,490000,36500,14,1600,3,2.5,1989,4050,0.023,11270,9580,0,258.7,445
3267,1,20210125,20210102,1,1,2,9,5,1,3,522000,521000,-1000,23,1360,3,2.5,2012,6150,0.023,11983,10186,0,225.6,470.9
3268,1,20210529,20210430,2,1,1,2,5,1,5,865500,939500,74000,29,2460,4,3.5,2013,10000,0.023,21609,18368,0,224,404.8
3269,1,20210329,20210315,1,1,2,9,1,3,3,570000,578000,8000,14,1710,3,2.5,1976,7500,0.0225,13005,11054,0,277.9,456.3
