id,title,address,city,views,age,ageYears,titleStyle,url
"bEWpNPL8mZA","1940 Knollcrest Ln Tracy CA","1940 Knollcrest Ln","Tracy","25","3 years ago","3","address-only","https://www.youtube.com/watch?v=bEWpNPL8mZA"
"1NaeoVAcFFQ","1728 Foxtrot Way Manteca CA","1728 Foxtrot Way","Manteca","16","3 years ago","3","address-only","https://www.youtube.com/watch?v=1NaeoVAcFFQ"
"mIijAF9gyrE","182 Kelley Mist Ln Tracy CA","182 Kelley Mist Ln","Tracy","21","3 years ago","3","address-only","https://www.youtube.com/watch?v=mIijAF9gyrE"
"eKyWXRr0KBI","16930 Bosch Ave Lathrop CA","16930 Bosch Ave","Lathrop","93","3 years ago","3","address-only","https://www.youtube.com/watch?v=eKyWXRr0KBI"
"XpoVfcfRyOk","565 Peerless Way Tracy CA","565 Peerless Way","Tracy","13","3 years ago","3","address-only","https://www.youtube.com/watch?v=XpoVfcfRyOk"
"1eCXFqYqLW8","3297 Ormonde Ct Tracy CA","3297 Ormonde Ct","Tracy","12","3 years ago","3","address-only","https://www.youtube.com/watch?v=1eCXFqYqLW8"
"aEV8Tn4SItg","1783 Fox Trot Way Manteca CA","1783 Fox Trot Way","Manteca","18","3 years ago","3","address-only","https://www.youtube.com/watch?v=aEV8Tn4SItg"
"Lh7_LEasZ4Q","584 W Recreo Way Mountain House CA","584 W Recreo Way","Mountain House","21","3 years ago","3","address-only","https://www.youtube.com/watch?v=Lh7_LEasZ4Q"
"xscNn2R8jzg","175 E Mt Diablo Ave Tracy CA","175 E Mt Diablo Ave","Tracy","18","3 years ago","3","address-only","https://www.youtube.com/watch?v=xscNn2R8jzg"
"AkBEMI3TFvg","120 E Manzanita Ln Tracy CA","120 E Manzanita Ln","Tracy","6","3 years ago","3","address-only","https://www.youtube.com/watch?v=AkBEMI3TFvg"
"4HUjOIWDEHM","1800 Ashland Dr Tracy CA","1800 Ashland Dr","Tracy","27","3 years ago","3","address-only","https://www.youtube.com/watch?v=4HUjOIWDEHM"
"dXstUZhNC_M","1287 Shady Ct Tracy CA","1287 Shady Ct","Tracy","102","3 years ago","3","address-only","https://www.youtube.com/watch?v=dXstUZhNC_M"
"5aYPEYYhIC4","3020 Garden Ct Tracy CA","3020 Garden Ct","Tracy","22","3 years ago","3","address-only","https://www.youtube.com/watch?v=5aYPEYYhIC4"
"GkrHnRzPbV8","2450 Appleleaf Ln Manteca CA","2450 Appleleaf Ln","Manteca","32","3 years ago","3","address-only","https://www.youtube.com/watch?v=GkrHnRzPbV8"
"P7a9ZV8yXeo","960 Waylinn Ln Tracy CA","960 Waylinn Ln","Tracy","37","3 years ago","3","address-only","https://www.youtube.com/watch?v=P7a9ZV8yXeo"
"l1Fjr7R-6eE","743 Jesse Martinez Tracy CA","","Tracy","18","3 years ago","3","address-only","https://www.youtube.com/watch?v=l1Fjr7R-6eE"
"FtIlMnI8rng","1513 Topiary Dr Manteca CA","1513 Topiary Dr","Manteca","25","3 years ago","3","address-only","https://www.youtube.com/watch?v=FtIlMnI8rng"
"D9dT-2kj-eg","314 W Moraga St Mountain House CA","314 W Moraga St","Mountain House","11","3 years ago","3","address-only","https://www.youtube.com/watch?v=D9dT-2kj-eg"
"CPU-hk-JxDI","4357 Famoso Ln Tracy CA","4357 Famoso Ln","Tracy","23","3 years ago","3","address-only","https://www.youtube.com/watch?v=CPU-hk-JxDI"
"3p6iQNxLP38","77 Patterson Ave Mountain House CA","77 Patterson Ave","Mountain House","33","3 years ago","3","address-only","https://www.youtube.com/watch?v=3p6iQNxLP38"
"NnNDqzsgTcU","1027 Greengate Pl Lathrop CA","1027 Greengate Pl","Lathrop","52","3 years ago","3","address-only","https://www.youtube.com/watch?v=NnNDqzsgTcU"
"Nbv_BBiHj3Q","1968 Linda Jean Ln Manteca CA","1968 Linda Jean Ln","Manteca","43","3 years ago","3","address-only","https://www.youtube.com/watch?v=Nbv_BBiHj3Q"
"ZnCGlKS5oZk","195 Mt Eden Cir Tracy CA","195 Mt Eden Cir","Tracy","22","3 years ago","3","address-only","https://www.youtube.com/watch?v=ZnCGlKS5oZk"
"Wjs5RF3-QC4","2686 Ozark Dr Tracy CA","2686 Ozark Dr","Tracy","20","3 years ago","3","address-only","https://www.youtube.com/watch?v=Wjs5RF3-QC4"
"wjYXrTqnC50","369 Craftsman Dr Lathrop CA","369 Craftsman Dr","Lathrop","29","3 years ago","3","address-only","https://www.youtube.com/watch?v=wjYXrTqnC50"
"HnPZjwMta2g","2644 Christy St Tracy CA","2644 Christy St","Tracy","30","3 years ago","3","address-only","https://www.youtube.com/watch?v=HnPZjwMta2g"
"rtL_ZMkhd7U","123 W Brilloso Ln Mountain House CA","123 W Brilloso Ln","Mountain House","26","3 years ago","3","address-only","https://www.youtube.com/watch?v=rtL_ZMkhd7U"
"A7c6ZkGN_KI","2972 Rugby Ct Tracy CA","2972 Rugby Ct","Tracy","44","4 years ago","4","address-only","https://www.youtube.com/watch?v=A7c6ZkGN_KI"
"SbBIS-0vNVI","1761 Southbrook St Tracy CA","1761 Southbrook St","Tracy","56","4 years ago","4","address-only","https://www.youtube.com/watch?v=SbBIS-0vNVI"
"8mQYDom5GrE","1522 Vinewood Way Tracy CA","1522 Vinewood Way","Tracy","39","4 years ago","4","address-only","https://www.youtube.com/watch?v=8mQYDom5GrE"
"wXm9cOpVYcE","1181 Manley Dr Tracy CA","1181 Manley Dr","Tracy","43","4 years ago","4","address-only","https://www.youtube.com/watch?v=wXm9cOpVYcE"
"tudFf8LTZEg","1785 Bristol Ln Tracy CA","1785 Bristol Ln","Tracy","27","4 years ago","4","address-only","https://www.youtube.com/watch?v=tudFf8LTZEg"
"duBG2L-h7ok","1700 Thomas Dehaven Ln Tracy CA","1700 Thomas Dehaven Ln","Tracy","42","4 years ago","4","address-only","https://www.youtube.com/watch?v=duBG2L-h7ok"
"jHz5ZHsoNY8","1510 De Barbieri Ct Manteca CA","1510 De Barbieri Ct","Manteca","57","4 years ago","4","address-only","https://www.youtube.com/watch?v=jHz5ZHsoNY8"
"Vbcu2mxoLvQ","914 Roosevelt Ave Tracy CA","914 Roosevelt Ave","Tracy","15","4 years ago","4","address-only","https://www.youtube.com/watch?v=Vbcu2mxoLvQ"
"HiDQdCsoA6Y","438 Burlington Dr Tracy CA","438 Burlington Dr","Tracy","57","4 years ago","4","address-only","https://www.youtube.com/watch?v=HiDQdCsoA6Y"
"y1BGjfad03w","2836 Samantha Ct Tracy CA","2836 Samantha Ct","Tracy","21","4 years ago","4","address-only","https://www.youtube.com/watch?v=y1BGjfad03w"
"SPbl6xIIBXs","1659 Hearthsong Dr Manteca CA","1659 Hearthsong Dr","Manteca","44","4 years ago","4","address-only","https://www.youtube.com/watch?v=SPbl6xIIBXs"
"eEV42SAVddo","226 Cordes Ave Mountain House CA","226 Cordes Ave","Mountain House","78","4 years ago","4","address-only","https://www.youtube.com/watch?v=eEV42SAVddo"
"1vcqSjaMrWk","847 Sentinel Dr Tracy CA","847 Sentinel Dr","Tracy","34","4 years ago","4","address-only","https://www.youtube.com/watch?v=1vcqSjaMrWk"
"bGu4qx_e1kM","352 Quail Run Cir Tracy CA","352 Quail Run Cir","Tracy","49","4 years ago","4","address-only","https://www.youtube.com/watch?v=bGu4qx_e1kM"
"3GbrYeACFWs","112 Ramona Way Tracy CA","112 Ramona Way","Tracy","19","4 years ago","4","address-only","https://www.youtube.com/watch?v=3GbrYeACFWs"
"DuJ3gqcUnoc","15 S Hickory Ave Tracy CA","15 S Hickory Ave","Tracy","33","4 years ago","4","address-only","https://www.youtube.com/watch?v=DuJ3gqcUnoc"
"TzWC90NK9fY","14125 Jasper St Lathrop CA","14125 Jasper St","Lathrop","17","4 years ago","4","address-only","https://www.youtube.com/watch?v=TzWC90NK9fY"
"VaOu3KcYlEY","2071 Amatchi Dr Tracy CA","2071 Amatchi Dr","Tracy","23","4 years ago","4","address-only","https://www.youtube.com/watch?v=VaOu3KcYlEY"
"AKml6CenSz0","1580 Doe Trail Ln Tracy CA","1580 Doe Trail","Tracy","23","4 years ago","4","address-only","https://www.youtube.com/watch?v=AKml6CenSz0"
"YO0nv2ONzg8","1045 Larkspur Dr Tracy CA","1045 Larkspur Dr","Tracy","9","4 years ago","4","address-only","https://www.youtube.com/watch?v=YO0nv2ONzg8"
"ME7vIIN6npU","602 N Oliveto Dr Mountain House CA","602 N Oliveto Dr","Mountain House","37","4 years ago","4","address-only","https://www.youtube.com/watch?v=ME7vIIN6npU"
"-NkW9DoZpC0","15 Mary Ct Tracy CA","15 Mary Ct","Tracy","11","4 years ago","4","address-only","https://www.youtube.com/watch?v=-NkW9DoZpC0"
"ZFHN1ZDNPTk","18245 Parkside Ct Lathrop CA","18245 Parkside Ct","Lathrop","24","4 years ago","4","address-only","https://www.youtube.com/watch?v=ZFHN1ZDNPTk"
"0pjpV85bgIY","612 Quail Run Cir Tracy CA","612 Quail Run Cir","Tracy","24","4 years ago","4","address-only","https://www.youtube.com/watch?v=0pjpV85bgIY"
"PtedsVXi-No","4706 Dandelion Loop Tracy CA","4706 Dandelion Loop","Tracy","18","4 years ago","4","address-only","https://www.youtube.com/watch?v=PtedsVXi-No"
"urexmFkKXKM","3373 Pumpkin Ct Tracy CA","3373 Pumpkin Ct","Tracy","42","4 years ago","4","address-only","https://www.youtube.com/watch?v=urexmFkKXKM"
"7rmnfjJYITk","1961 Valley View Dr Tracy CA","1961 Valley View Dr","Tracy","35","4 years ago","4","address-only","https://www.youtube.com/watch?v=7rmnfjJYITk"
"l0m1FySrtLk","551 Elm Ave Manteca CA","551 Elm Ave","Manteca","7","4 years ago","4","address-only","https://www.youtube.com/watch?v=l0m1FySrtLk"
"oCb2agcFskA","7005 Paseo St Tracy CA","7005 Paseo St","Tracy","44","4 years ago","4","address-only","https://www.youtube.com/watch?v=oCb2agcFskA"
"v9Y9gRY5kr8","2390 Merlin Ln Manteca CA","2390 Merlin Ln","Manteca","34","4 years ago","4","address-only","https://www.youtube.com/watch?v=v9Y9gRY5kr8"
"ImcVtMGcVVE","23143 Grunauer Rd Tracy CA","23143 Grunauer Rd","Tracy","29","4 years ago","4","address-only","https://www.youtube.com/watch?v=ImcVtMGcVVE"
"0Wut6d0OOpA","879 Mason Ct Tracy CA","879 Mason Ct","Tracy","17","4 years ago","4","address-only","https://www.youtube.com/watch?v=0Wut6d0OOpA"
"xyoHGtrRjEI","27632 Leeanna Ln Tracy CA","27632 Leeanna Ln","Tracy","59","4 years ago","4","address-only","https://www.youtube.com/watch?v=xyoHGtrRjEI"
"Nz03tYn7oJw","1422 Santona St Manteca CA","1422 Santona St","Manteca","22","4 years ago","4","address-only","https://www.youtube.com/watch?v=Nz03tYn7oJw"
"qU_wa0t8lFg","842 S Amor St Mountain House CA","842 S Amor St","Mountain House","231","4 years ago","4","address-only","https://www.youtube.com/watch?v=qU_wa0t8lFg"
"R0ukatKXVi4","810 Independence Dr Tracy CA","810 Independence Dr","Tracy","37","4 years ago","4","address-only","https://www.youtube.com/watch?v=R0ukatKXVi4"
"OfSci68MJVI","1251 Coolidge Ave Tracy CA","1251 Coolidge Ave","Tracy","7","4 years ago","4","address-only","https://www.youtube.com/watch?v=OfSci68MJVI"
"GOH3PdJUCUw","2430 Reyes Ct Tracy CA","2430 Reyes Ct","Tracy","14","4 years ago","4","address-only","https://www.youtube.com/watch?v=GOH3PdJUCUw"
"vcB2bWRqD-k","1619 Cherry Blossom Ln Tracy CA","1619 Cherry Blossom Ln","Tracy","89","4 years ago","4","address-only","https://www.youtube.com/watch?v=vcB2bWRqD-k"
"RG_wyy9WUWs","452 W Emerson Ave Tracy CA","452 W Emerson Ave","Tracy","29","4 years ago","4","address-only","https://www.youtube.com/watch?v=RG_wyy9WUWs"
"V392NNC_3Ic","875 N Hickory Ave Tracy CA","875 N Hickory Ave","Tracy","11","4 years ago","4","address-only","https://www.youtube.com/watch?v=V392NNC_3Ic"
"mV6jqM0mwd4","2923 Rugby Ct Tracy CA","2923 Rugby Ct","Tracy","43","4 years ago","4","address-only","https://www.youtube.com/watch?v=mV6jqM0mwd4"
"TEqLCY1mHlc","2431 Dutchwood Lane Manteca CA","2431 Dutchwood Lane","Manteca","13","4 years ago","4","address-only","https://www.youtube.com/watch?v=TEqLCY1mHlc"
"VAacjaHTdcE","2232 Milano St Manteca CA","2232 Milano St","Manteca","55","4 years ago","4","address-only","https://www.youtube.com/watch?v=VAacjaHTdcE"
"K1YIAomwLAg","28045 Traina Ct Tracy CA","28045 Traina Ct","Tracy","37","4 years ago","4","address-only","https://www.youtube.com/watch?v=K1YIAomwLAg"
"ZiBqUz3KFXQ","639 Fir St Promo Manteca CA","639 Fir St","Manteca","14","4 years ago","4","address-only","https://www.youtube.com/watch?v=ZiBqUz3KFXQ"
"reRvT5aKMe8","531 W Deerwood Ln Tracy CA","531 W Deerwood Ln","Tracy","8","4 years ago","4","address-only","https://www.youtube.com/watch?v=reRvT5aKMe8"
"Kq6XPayrF5Q","454 Steven St Mountain House CA","454 Steven St","Mountain House","16","4 years ago","4","address-only","https://www.youtube.com/watch?v=Kq6XPayrF5Q"
"n99RS4qDzTE","321 Ruess Rd Ripon CA","321 Ruess Rd","Ripon","13","4 years ago","4","address-only","https://www.youtube.com/watch?v=n99RS4qDzTE"
"XJhImtTCuI8","200 Camelot Dr Tracy CA","200 Camelot Dr","Tracy","16","4 years ago","4","address-only","https://www.youtube.com/watch?v=XJhImtTCuI8"
"quAMrK9ggLw","129 Travertine Ave Lathrop CA","129 Travertine Ave","Lathrop","3","4 years ago","4","address-only","https://www.youtube.com/watch?v=quAMrK9ggLw"
"vxHJAYT6WmE","948 River Bend Dr Lathrop CA","948 River Bend Dr","Lathrop","135","4 years ago","4","address-only","https://www.youtube.com/watch?v=vxHJAYT6WmE"
"UZsXnSP-_v0","4155 Keepsake Ct Tracy CA","4155 Keepsake Ct","Tracy","32","4 years ago","4","address-only","https://www.youtube.com/watch?v=UZsXnSP-_v0"
"i7RUiYHKQl4","2023 Pasado Ave Manteca CA","2023 Pasado Ave","Manteca","22","4 years ago","4","address-only","https://www.youtube.com/watch?v=i7RUiYHKQl4"
"gtqrkACBjJE","4152 Middlefield Dr Tracy CA","4152 Middlefield Dr","Tracy","44","4 years ago","4","address-only","https://www.youtube.com/watch?v=gtqrkACBjJE"
"-FIrQip23OU","1974 Alghero Dr Manteca CA","1974 Alghero Dr","Manteca","17","4 years ago","4","address-only","https://www.youtube.com/watch?v=-FIrQip23OU"
"jM5ZmNJfKNU","27181 Fairoaks Rd Tracy CA","27181 Fairoaks Rd","Tracy","70","4 years ago","4","address-only","https://www.youtube.com/watch?v=jM5ZmNJfKNU"
"uQH8MHF62lc","1805 Daniels St Manteca CA","1805 Daniels St","Manteca","16","4 years ago","4","address-only","https://www.youtube.com/watch?v=uQH8MHF62lc"
"FNMn0hx74l0","1424 Carriage House St Manteca CA","1424 Carriage House St","Manteca","13","4 years ago","4","address-only","https://www.youtube.com/watch?v=FNMn0hx74l0"
"YXy8-FotQDY","1031 Tennis Ln Tracy CA","1031 Tennis Ln","Tracy","24","4 years ago","4","address-only","https://www.youtube.com/watch?v=YXy8-FotQDY"
"6e_bzei91r8","720 Crescent Ave Lodi CA","720 Crescent Ave","Lodi","19","4 years ago","4","address-only","https://www.youtube.com/watch?v=6e_bzei91r8"
"KdU_5L9kIOg","1690 Brandon Dewey Ln Tracy CA","1690 Brandon Dewey Ln","Tracy","47","4 years ago","4","address-only","https://www.youtube.com/watch?v=KdU_5L9kIOg"
"iCJ8STeVOTc","1240 Appalosa Way Tracy CA","1240 Appalosa Way","Tracy","32","4 years ago","4","address-only","https://www.youtube.com/watch?v=iCJ8STeVOTc"
"6-kLVzgGSpo","771 Monte Casa St Manteca CA","771 Monte Casa St","Manteca","174","4 years ago","4","address-only","https://www.youtube.com/watch?v=6-kLVzgGSpo"
"RRDW8a2m8ZI","554 Hutchings Way Mountain House CA","554 Hutchings Way","Mountain House","20","4 years ago","4","address-only","https://www.youtube.com/watch?v=RRDW8a2m8ZI"
"1whtCOuUl9U","353 Glenbriar Cir Tracy CA","353 Glenbriar Cir","Tracy","24","4 years ago","4","address-only","https://www.youtube.com/watch?v=1whtCOuUl9U"
"mEdnoZIeeuo","322 Ramona Way Tracy CA","322 Ramona Way","Tracy","34","4 years ago","4","address-only","https://www.youtube.com/watch?v=mEdnoZIeeuo"
"18nrjT6BIlk","250 Fox Meadow Tracy CA","","Tracy","73","4 years ago","4","address-only","https://www.youtube.com/watch?v=18nrjT6BIlk"
"w2blSjQI-mo","2124 Alfred George Ct Tracy CA","2124 Alfred George Ct","Tracy","74","4 years ago","4","address-only","https://www.youtube.com/watch?v=w2blSjQI-mo"
"CHQGQWYn1Z8","1885 Blueberry Ct Tracy CA","1885 Blueberry Ct","Tracy","43","4 years ago","4","address-only","https://www.youtube.com/watch?v=CHQGQWYn1Z8"
"f1GVfQbE9PE","731 Glencreek Dr Tracy CA","731 Glencreek Dr","Tracy","60","4 years ago","4","address-only","https://www.youtube.com/watch?v=f1GVfQbE9PE"
"pCcZbFTi7Ic","411 Defender Ln Tracy CA","411 Defender Ln","Tracy","27","4 years ago","4","address-only","https://www.youtube.com/watch?v=pCcZbFTi7Ic"
"INgGaNNyy2A","200 Adobe Ln Tracy CA","200 Adobe Ln","Tracy","25","4 years ago","4","address-only","https://www.youtube.com/watch?v=INgGaNNyy2A"
"AKSw0UBvEiU","3955 Aplicella Ct Manteca CA","3955 Aplicella Ct","Manteca","66","4 years ago","4","address-only","https://www.youtube.com/watch?v=AKSw0UBvEiU"
"hgc910PfEe8","2640 Coolidge Pl Tracy CA","2640 Coolidge Pl","Tracy","49","4 years ago","4","address-only","https://www.youtube.com/watch?v=hgc910PfEe8"
"PXRQi4fvWUw","1812 Schantz Way Tracy CA","1812 Schantz Way","Tracy","146","4 years ago","4","address-only","https://www.youtube.com/watch?v=PXRQi4fvWUw"
"SsReQ0x6xCo","226 J St Lathrop CA","226 J St","Lathrop","24","4 years ago","4","address-only","https://www.youtube.com/watch?v=SsReQ0x6xCo"
"e1Zo0uIlX78","1280 Manley Dr Tracy CA","1280 Manley Dr","Tracy","69","4 years ago","4","address-only","https://www.youtube.com/watch?v=e1Zo0uIlX78"
"K5ov9BY0eaM","2913 Rugby Ct Tracy CA","2913 Rugby Ct","Tracy","31","4 years ago","4","address-only","https://www.youtube.com/watch?v=K5ov9BY0eaM"
"EAjW-tYvP9M","523 New Well Ave Lathrop CA","523 New Well Ave","Lathrop","72","4 years ago","4","address-only","https://www.youtube.com/watch?v=EAjW-tYvP9M"
"5x0E-jghbR8","1857 Mimosa Ct Tracy CA","1857 Mimosa Ct","Tracy","45","4 years ago","4","address-only","https://www.youtube.com/watch?v=5x0E-jghbR8"
"NHtUjKDUWBE","27506 S Macarthur Dr Tracy CA","27506 S Macarthur Dr","Tracy","47","4 years ago","4","address-only","https://www.youtube.com/watch?v=NHtUjKDUWBE"
"xr3Z6JfuxdQ","1552 Cole Ln Tracy CA","1552 Cole Ln","Tracy","10","4 years ago","4","address-only","https://www.youtube.com/watch?v=xr3Z6JfuxdQ"
"x29ELYOF9V8","1364 Cougar Creek Dr Patterson CA","1364 Cougar Creek Dr","Patterson","26","4 years ago","4","address-only","https://www.youtube.com/watch?v=x29ELYOF9V8"
"yFz1c4Xi6XQ","2054 Fieldview Dr Tracy CA","2054 Fieldview Dr","Tracy","49","4 years ago","4","address-only","https://www.youtube.com/watch?v=yFz1c4Xi6XQ"
"iMzD9ZYR7c8","800 Teton Ln Tracy CA","800 Teton Ln","Tracy","13","4 years ago","4","address-only","https://www.youtube.com/watch?v=iMzD9ZYR7c8"
"PRm-vUvE16w","2053 Licstal Ct Manteca CA","2053 Licstal Ct","Manteca","19","4 years ago","4","address-only","https://www.youtube.com/watch?v=PRm-vUvE16w"
"FNqzlcCK6UA","224 S Highland Ave Ripon CA","224 S Highland Ave","Ripon","10","4 years ago","4","address-only","https://www.youtube.com/watch?v=FNqzlcCK6UA"
"tdE6a2jtzNw","2073 Raven St Tracy CA","2073 Raven St","Tracy","32","4 years ago","4","address-only","https://www.youtube.com/watch?v=tdE6a2jtzNw"
"WIMWqsNlGdI","1600 Cherry Blossom Ln Tracy CA","1600 Cherry Blossom Ln","Tracy","30","4 years ago","4","address-only","https://www.youtube.com/watch?v=WIMWqsNlGdI"
"g2YXYzrhsDs","1928 Deodar Ave Antioch CA","1928 Deodar Ave","Unknown","17","4 years ago","4","address-only","https://www.youtube.com/watch?v=g2YXYzrhsDs"
"2xX2NlmIe9Q","855 Waterford Ave Stockton CA","855 Waterford Ave","Stockton","7","4 years ago","4","address-only","https://www.youtube.com/watch?v=2xX2NlmIe9Q"
"IiwdJ8jd854","2368 Pepper Tree Ln Manteca CA","2368 Pepper Tree Ln","Manteca","16","4 years ago","4","address-only","https://www.youtube.com/watch?v=IiwdJ8jd854"
"PVHUY-Pok4w","651 Georgetown Ct Tracy CA","651 Georgetown Ct","Tracy","7","4 years ago","4","address-only","https://www.youtube.com/watch?v=PVHUY-Pok4w"
"zSCn_qnSPO8","5690 W California Ave Tracy CA","5690 W California Ave","Tracy","39","4 years ago","4","address-only","https://www.youtube.com/watch?v=zSCn_qnSPO8"
"2lNHhQ6se70","1361 Parkside Dr Tracy CA","1361 Parkside Dr","Tracy","11","4 years ago","4","address-only","https://www.youtube.com/watch?v=2lNHhQ6se70"
"GoTTy0nWngk","866 Sunnyside Ln Tracy CA","866 Sunnyside Ln","Tracy","33","4 years ago","4","address-only","https://www.youtube.com/watch?v=GoTTy0nWngk"
"fwot5FqBZmM","2631 Amatchi Ct Tracy CA","2631 Amatchi Ct","Tracy","107","4 years ago","4","address-only","https://www.youtube.com/watch?v=fwot5FqBZmM"
"ofYw2SmNi4k","115 Ferdinand St Tracy CA","115 Ferdinand St","Tracy","20","4 years ago","4","address-only","https://www.youtube.com/watch?v=ofYw2SmNi4k"
"hk08-rQkZjM","77 Brett Ave Mountain House CA","77 Brett Ave","Mountain House","37","4 years ago","4","address-only","https://www.youtube.com/watch?v=hk08-rQkZjM"
"xrj8Q6V2oE4","125 E 22nd St Tracy CA","125 E 22nd St","Tracy","15","4 years ago","4","address-only","https://www.youtube.com/watch?v=xrj8Q6V2oE4"
"jGQPGddWa1M","4617 Wessex Ln Salida CA","4617 Wessex Ln","Salida","15","4 years ago","4","address-only","https://www.youtube.com/watch?v=jGQPGddWa1M"
"TFOvTWJ7B1c","2629 Adams Ln Manteca CA","2629 Adams Ln","Manteca","26","4 years ago","4","address-only","https://www.youtube.com/watch?v=TFOvTWJ7B1c"
"3az3XTMtb8E","2328 Pepper Tree Ln Manteca CA","2328 Pepper Tree Ln","Manteca","22","4 years ago","4","address-only","https://www.youtube.com/watch?v=3az3XTMtb8E"
"wx84GAkie3I","355 Valverde Ct Lathrop CA","355 Valverde Ct","Lathrop","24","4 years ago","4","address-only","https://www.youtube.com/watch?v=wx84GAkie3I"
"Y-CjQucQIcI","345 W Lowell Ave Tracy CA","345 W Lowell Ave","Tracy","43","4 years ago","4","address-only","https://www.youtube.com/watch?v=Y-CjQucQIcI"
"iUbWTaeeq7w","35 Belize Ct Tracy CA","35 Belize Ct","Tracy","23","4 years ago","4","address-only","https://www.youtube.com/watch?v=iUbWTaeeq7w"
"HRkslAKwogU","16361 Pony Express Way Lathrop CA","16361 Pony Express Way","Lathrop","13","4 years ago","4","address-only","https://www.youtube.com/watch?v=HRkslAKwogU"
"fQu7TbRICHE","2591 Coloma Ln Tracy CA","2591 Coloma Ln","Tracy","39","4 years ago","4","address-only","https://www.youtube.com/watch?v=fQu7TbRICHE"
"HnxG4EHmenM","428 Goodwin St Mountain House CA","428 Goodwin St","Mountain House","38","4 years ago","4","address-only","https://www.youtube.com/watch?v=HnxG4EHmenM"
"8Hs34veXgs0","1668 Komenich Dr Manteca CA","1668 Komenich Dr","Manteca","11","4 years ago","4","address-only","https://www.youtube.com/watch?v=8Hs34veXgs0"
"eqPtsRBN2xs","1543 Jennifer Way Tracy CA","1543 Jennifer Way","Tracy","15","4 years ago","4","address-only","https://www.youtube.com/watch?v=eqPtsRBN2xs"
"Ammmjkp_Gk0","1825 Foxtail Way Tracy CA","1825 Foxtail Way","Tracy","14","4 years ago","4","address-only","https://www.youtube.com/watch?v=Ammmjkp_Gk0"
"q5MornNRoM4","3941 W Stoneridge Rd Tracy CA","3941 W Stoneridge Rd","Tracy","23","4 years ago","4","address-only","https://www.youtube.com/watch?v=q5MornNRoM4"
"8J4rnAPacB4","1816 Innsbrook Dr Modesto CA","1816 Innsbrook Dr","Modesto","73","4 years ago","4","address-only","https://www.youtube.com/watch?v=8J4rnAPacB4"
"4TGKOHnlo8I","210 S Central Ave Tracy CA","210 S Central Ave","Tracy","19","4 years ago","4","address-only","https://www.youtube.com/watch?v=4TGKOHnlo8I"
"uPbkMvQr3og","1965 Plum Ln Tracy CA","1965 Plum Ln","Tracy","17","4 years ago","4","address-only","https://www.youtube.com/watch?v=uPbkMvQr3og"
"WFdNuZl1O0w","466 S Providence St Mountain House CA","466 S Providence St","Mountain House","25","4 years ago","4","address-only","https://www.youtube.com/watch?v=WFdNuZl1O0w"
"b02cTlw-nGA","1663 Topiary Dr Manteca CA","1663 Topiary Dr","Manteca","11","4 years ago","4","address-only","https://www.youtube.com/watch?v=b02cTlw-nGA"
"V_XVcV_2ql8","2467 Redbud Way Manteca CA","2467 Redbud Way","Manteca","31","4 years ago","4","address-only","https://www.youtube.com/watch?v=V_XVcV_2ql8"
"BRpOGn-2Jb8","1645 Wild Ginger Way Manteca, CA","1645 Wild Ginger Way","Manteca","9","4 years ago","4","address-only","https://www.youtube.com/watch?v=BRpOGn-2Jb8"
"LCCCO7-GAmg","277 W Saint Francis Ave. Tracy, CA","277 W Saint Francis Ave","Tracy","17","4 years ago","4","address-only","https://www.youtube.com/watch?v=LCCCO7-GAmg"
"rROF7xaewjE","17346 S Walnut Burl Ln. Lathrop, CA","17346 S Walnut Burl Ln","Lathrop","16","4 years ago","4","address-only","https://www.youtube.com/watch?v=rROF7xaewjE"
"g0x7L4hJX38","2334 Azevedo Ave. Manteca, CA","2334 Azevedo Ave","Manteca","8","4 years ago","4","address-only","https://www.youtube.com/watch?v=g0x7L4hJX38"
"060DQN-raio","1588 Sand Ln. Manteca, CA","1588 Sand Ln","Manteca","17","4 years ago","4","address-only","https://www.youtube.com/watch?v=060DQN-raio"
"wM0qc7dUJOs","21 E 20th St. Tracy, CA","21 E 20th St","Tracy","18","4 years ago","4","address-only","https://www.youtube.com/watch?v=wM0qc7dUJOs"
"JavTm8bnoV8","1359 Madelena Ln. Manteca, CA","1359 Madelena Ln","Manteca","34","4 years ago","4","address-only","https://www.youtube.com/watch?v=JavTm8bnoV8"
"4z2-gl7L0i4","34779 Brichetto Ct. Tracy, CA","34779 Brichetto Ct","Tracy","145","4 years ago","4","address-only","https://www.youtube.com/watch?v=4z2-gl7L0i4"
"_UttDE8KMe0","1280 Traditions St. Tracy, CA","1280 Traditions St","Tracy","19","4 years ago","4","address-only","https://www.youtube.com/watch?v=_UttDE8KMe0"
"3GLsAUWeg0Y","1857 Komenich Dr. Manteca, CA","1857 Komenich Dr","Manteca","10","4 years ago","4","address-only","https://www.youtube.com/watch?v=3GLsAUWeg0Y"
"D9hqwXkxbUE","2131 Bentley Ln. Tracy, CA","2131 Bentley Ln","Tracy","36","4 years ago","4","address-only","https://www.youtube.com/watch?v=D9hqwXkxbUE"
"YfuMQbYzBuI","3711 West Kenner Rd. Tracy, CA","3711 West Kenner Rd","Tracy","95","4 years ago","4","address-only","https://www.youtube.com/watch?v=YfuMQbYzBuI"
